event_id,event_ts,event_date,user_id,session_id,event_type,product_id,category,device_type,traffic_source,region,order_id,quantity,unit_price,revenue,is_new_user
E000091,2026-02-10 17:55:00,2026-02-10,U0009,S00024,purchase,FAS-200,fashion,mobile,ads,Казань,O00004,1,2294,2179,0
E000092,2026-02-15 09:25:00,2026-02-15,U0009,S00025,visit,,,mobile,ads,Казань,,0,0,0,0
E000093,2026-02-15 09:31:00,2026-02-15,U0009,S00025,view_item,SPO-161,sports,mobile,ads,Казань,,0,6780,0,0
E000094,2026-02-15 09:32:00,2026-02-15,U0009,S00025,view_item,BEA-162,beauty,mobile,ads,Казань,,0,1771,0,0
E000095,2026-02-28 22:04:00,2026-02-28,U0009,S00026,visit,,,mobile,organic,Казань,,0,0,0,0
E000096,2026-02-28 22:10:00,2026-02-28,U0009,S00026,view_item,SPO-020,sports,mobile,organic,Казань,,0,3162,0,0
E000097,2026-01-06 15:58:00,2026-01-06,U0010,S00027,visit,,,tablet,ads,Екатеринбург,,0,0,0,1
E000098,2026-01-06 16:04:00,2026-01-06,U0010,S00027,view_item,KID-022,kids,tablet,ads,Екатеринбург,,0,5252,0,1
E000099,2026-01-06 16:05:00,2026-01-06,U0010,S00027,view_item,FAS-113,fashion,tablet,ads,Екатеринбург,,0,4735,0,1
E000100,2026-02-11 17:30:00,2026-02-11,U0010,S00028,visit,,,mobile,direct,Екатеринбург,,0,0,0,0
E000101,2026-02-11 17:31:00,2026-02-11,U0010,S00028,view_item,SPO-166,sports,mobile,direct,Екатеринбург,,0,7028,0,0
E000102,2026-02-11 17:32:00,2026-02-11,U0010,S00028,view_item,BEA-099,beauty,mobile,direct,Екатеринбург,,0,1602,0,0
E000103,2026-02-11 17:38:00,2026-02-11,U0010,S00028,view_item,KID-155,kids,mobile,direct,Екатеринбург,,0,2099,0,0
E000104,2026-02-11 17:43:00,2026-02-11,U0010,S00028,add_to_cart,KID-155,kids,mobile,direct,Екатеринбург,,1,2099,0,0
E000105,2026-02-11 17:47:00,2026-02-11,U0010,S00028,checkout,KID-155,kids,mobile,direct,Екатеринбург,,1,2099,0,0
E000106,2026-03-15 18:12:00,2026-03-15,U0010,S00029,visit,,,mobile,ads,Екатеринбург,,0,0,0,0
E000107,2026-03-15 18:15:00,2026-03-15,U0010,S00029,view_item,HOM-213,home,mobile,ads,Екатеринбург,,0,2907,0,0
E000108,2026-03-15 18:19:00,2026-03-15,U0010,S00029,view_item,BEA-005,beauty,mobile,ads,Екатеринбург,,0,1943,0,0
E000109,2026-03-15 18:21:00,2026-03-15,U0010,S00029,view_item,FAS-197,fashion,mobile,ads,Екатеринбург,,0,4977,0,0
E000110,2026-03-15 18:23:00,2026-03-15,U0010,S00029,add_to_cart,HOM-213,home,mobile,ads,Екатеринбург,,2,2907,0,0
E000111,2026-03-15 18:24:00,2026-03-15,U0010,S00029,checkout,HOM-213,home,mobile,ads,Екатеринбург,,2,2907,0,0
E000112,2026-01-05 18:21:00,2026-01-05,U0011,S00030,visit,,,mobile,social,Санкт-Петербург,,0,0,0,1
E000113,2026-01-05 18:26:00,2026-01-05,U0011,S00030,view_item,SPO-201,sports,mobile,social,Санкт-Петербург,,0,9062,0,1
E000114,2026-01-05 18:28:00,2026-01-05,U0011,S00030,view_item,FAS-208,fashion,mobile,social,Санкт-Петербург,,0,5171,0,1
E000115,2026-01-06 14:23:00,2026-01-06,U0011,S00031,visit,,,mobile,social,Санкт-Петербург,,0,0,0,0
E000116,2026-01-06 14:30:00,2026-01-06,U0011,S00031,view_item,BEA-108,beauty,mobile,social,Санкт-Петербург,,0,1150,0,0
E000117,2026-01-06 14:35:00,2026-01-06,U0011,S00031,view_item,ELE-065,electronics,mobile,social,Санкт-Петербург,,0,8203,0,0
E000118,2026-01-06 14:38:00,2026-01-06,U0011,S00031,view_item,BEA-027,beauty,mobile,social,Санкт-Петербург,,0,2727,0,0
E000119,2026-01-17 17:24:00,2026-01-17,U0011,S00032,visit,,,desktop,organic,Санкт-Петербург,,0,0,0,0
E000120,2026-01-17 17:31:00,2026-01-17,U0011,S00032,view_item,ELE-234,electronics,desktop,organic,Санкт-Петербург,,0,14359,0,0
E000121,2026-01-17 17:34:00,2026-01-17,U0011,S00032,add_to_cart,ELE-234,electronics,desktop,organic,Санкт-Петербург,,1,14359,0,0
E000122,2026-01-17 17:37:00,2026-01-17,U0011,S00032,checkout,ELE-234,electronics,desktop,organic,Санкт-Петербург,,1,14359,0,0
E000123,2026-01-17 17:38:00,2026-01-17,U0011,S00032,purchase,ELE-234,electronics,desktop,organic,Санкт-Петербург,O00005,1,14359,14359,0
E000124,2026-01-20 10:11:00,2026-01-20,U0011,S00033,visit,,,mobile,ads,Санкт-Петербург,,0,0,0,0
E000125,2026-01-20 10:17:00,2026-01-20,U0011,S00033,view_item,SPO-036,sports,mobile,ads,Санкт-Петербург,,0,2188,0,0
E000126,2026-01-20 10:21:00,2026-01-20,U0011,S00033,view_item,HOM-036,home,mobile,ads,Санкт-Петербург,,0,9284,0,0
E000127,2026-01-20 10:22:00,2026-01-20,U0011,S00033,view_item,KID-005,kids,mobile,ads,Санкт-Петербург,,0,2958,0,0
E000128,2026-01-22 19:28:00,2026-01-22,U0011,S00034,visit,,,mobile,social,Санкт-Петербург,,0,0,0,0
E000129,2026-01-22 19:32:00,2026-01-22,U0011,S00034,view_item,FAS-013,fashion,mobile,social,Санкт-Петербург,,0,2973,0,0
E000130,2026-01-22 19:37:00,2026-01-22,U0011,S00034,view_item,BEA-029,beauty,mobile,social,Санкт-Петербург,,0,2593,0,0
E000131,2026-01-22 19:38:00,2026-01-22,U0011,S00034,view_item,HOM-148,home,mobile,social,Санкт-Петербург,,0,5534,0,0
E000132,2026-01-22 19:41:00,2026-01-22,U0011,S00034,add_to_cart,BEA-029,beauty,mobile,social,Санкт-Петербург,,1,2593,0,0
E000133,2026-01-22 19:46:00,2026-01-22,U0011,S00034,checkout,BEA-029,beauty,mobile,social,Санкт-Петербург,,1,2593,0,0
E000134,2026-02-16 09:33:00,2026-02-16,U0012,S00035,visit,,,mobile,ads,Казань,,0,0,0,1
E000135,2026-02-16 09:39:00,2026-02-16,U0012,S00035,view_item,FAS-005,fashion,mobile,ads,Казань,,0,4127,0,1
E000136,2026-02-16 09:42:00,2026-02-16,U0012,S00035,view_item,FAS-169,fashion,mobile,ads,Казань,,0,6109,0,1
E000137,2026-02-16 09:47:00,2026-02-16,U0012,S00035,add_to_cart,FAS-169,fashion,mobile,ads,Казань,,1,6109,0,1
E000138,2026-03-06 16:01:00,2026-03-06,U0012,S00036,visit,,,desktop,organic,Казань,,0,0,0,0
E000139,2026-03-06 16:09:00,2026-03-06,U0012,S00036,view_item,HOM-208,home,desktop,organic,Казань,,0,3431,0,0
E000140,2026-03-06 16:13:00,2026-03-06,U0012,S00036,view_item,ELE-052,electronics,desktop,organic,Казань,,0,8023,0,0
E000141,2026-03-11 16:50:00,2026-03-11,U0012,S00037,visit,,,tablet,ads,Казань,,0,0,0,0
E000142,2026-03-11 16:55:00,2026-03-11,U0012,S00037,view_item,ELE-166,electronics,tablet,ads,Казань,,0,12613,0,0
E000143,2026-03-11 16:56:00,2026-03-11,U0012,S00037,view_item,SPO-085,sports,tablet,ads,Казань,,0,6050,0,0
E000144,2026-02-17 22:51:00,2026-02-17,U0013,S00038,visit,,,mobile,organic,Новосибирск,,0,0,0,1
E000145,2026-02-17 22:54:00,2026-02-17,U0013,S00038,view_item,BEA-083,beauty,mobile,organic,Новосибирск,,0,827,0,1
E000146,2026-02-17 23:00:00,2026-02-17,U0013,S00038,view_item,FAS-115,fashion,mobile,organic,Новосибирск,,0,6255,0,1
E000147,2026-02-17 23:02:00,2026-02-17,U0013,S00038,add_to_cart,FAS-115,fashion,mobile,organic,Новосибирск,,1,6255,0,1
E000148,2026-02-17 23:05:00,2026-02-17,U0013,S00038,checkout,FAS-115,fashion,mobile,organic,Новосибирск,,1,6255,0,1
E000149,2026-02-17 23:09:00,2026-02-17,U0013,S00038,purchase,FAS-115,fashion,mobile,organic,Новосибирск,O00006,1,6255,6255,1
E000150,2026-02-19 13:11:00,2026-02-19,U0013,S00039,visit,,,desktop,organic,Новосибирск,,0,0,0,0
E000151,2026-02-19 13:14:00,2026-02-19,U0013,S00039,view_item,KID-037,kids,desktop,organic,Новосибирск,,0,6169,0,0
E000152,2026-02-19 13:18:00,2026-02-19,U0013,S00039,view_item,ELE-018,electronics,desktop,organic,Новосибирск,,0,14802,0,0
E000153,2026-02-19 13:21:00,2026-02-19,U0013,S00039,add_to_cart,ELE-018,electronics,desktop,organic,Новосибирск,,1,14802,0,0
E000154,2026-02-19 13:26:00,2026-02-19,U0013,S00039,checkout,ELE-018,electronics,desktop,organic,Новосибирск,,1,14802,0,0
E000155,2026-03-05 19:31:00,2026-03-05,U0013,S00040,visit,,,desktop,ads,Новосибирск,,0,0,0,0
E000156,2026-03-05 19:37:00,2026-03-05,U0013,S00040,view_item,BEA-167,beauty,desktop,ads,Новосибирск,,0,1579,0,0
E000157,2026-03-05 19:38:00,2026-03-05,U0013,S00040,view_item,ELE-048,electronics,desktop,ads,Новосибирск,,0,23509,0,0
E000158,2026-03-05 19:43:00,2026-03-05,U0013,S00040,add_to_cart,BEA-167,beauty,desktop,ads,Новосибирск,,1,1579,0,0
E000159,2026-03-05 19:47:00,2026-03-05,U0013,S00040,checkout,BEA-167,beauty,desktop,ads,Новосибирск,,1,1579,0,0
E000160,2026-03-05 19:52:00,2026-03-05,U0013,S00040,purchase,BEA-167,beauty,desktop,ads,Новосибирск,O00007,1,1579,1500,0
E000161,2026-03-08 12:51:00,2026-03-08,U0013,S00041,visit,,,mobile,organic,Новосибирск,,0,0,0,0
E000162,2026-03-08 12:54:00,2026-03-08,U0013,S00041,view_item,KID-114,kids,mobile,organic,Новосибирск,,0,1642,0,0
E000163,2026-01-21 19:45:00,2026-01-21,U0014,S00042,visit,,,mobile,ads,Новосибирск,,0,0,0,1
E000164,2026-01-21 19:48:00,2026-01-21,U0014,S00042,view_item,FAS-127,fashion,mobile,ads,Новосибирск,,0,1155,0,1
E000165,2026-01-23 20:23:00,2026-01-23,U0014,S00043,visit,,,mobile,direct,Новосибирск,,0,0,0,0
E000166,2026-01-23 20:25:00,2026-01-23,U0014,S00043,view_item,FAS-184,fashion,mobile,direct,Новосибирск,,0,5074,0,0
E000167,2026-01-23 20:29:00,2026-01-23,U0014,S00043,view_item,SPO-019,sports,mobile,direct,Новосибирск,,0,3898,0,0
E000168,2026-01-23 20:35:00,2026-01-23,U0014,S00043,view_item,ELE-120,electronics,mobile,direct,Новосибирск,,0,29748,0,0
E000169,2026-02-07 22:19:00,2026-02-07,U0014,S00044,visit,,,tablet,organic,Новосибирск,,0,0,0,0
E000170,2026-02-07 22:20:00,2026-02-07,U0014,S00044,view_item,SPO-133,sports,tablet,organic,Новосибирск,,0,4129,0,0
E000171,2026-02-07 22:22:00,2026-02-07,U0014,S00044,view_item,FAS-182,fashion,tablet,organic,Новосибирск,,0,2842,0,0
E000172,2026-02-08 17:34:00,2026-02-08,U0015,S00045,visit,,,desktop,organic,Санкт-Петербург,,0,0,0,1
E000173,2026-02-08 17:37:00,2026-02-08,U0015,S00045,view_item,ELE-160,electronics,desktop,organic,Санкт-Петербург,,0,26701,0,1
E000174,2026-02-08 17:42:00,2026-02-08,U0015,S00045,view_item,ELE-222,electronics,desktop,organic,Санкт-Петербург,,0,6985,0,1
E000175,2026-03-12 12:08:00,2026-03-12,U0015,S00046,visit,,,mobile,email,Санкт-Петербург,,0,0,0,0
E000176,2026-03-12 12:16:00,2026-03-12,U0015,S00046,view_item,KID-140,kids,mobile,email,Санкт-Петербург,,0,3376,0,0
E000177,2026-03-12 12:19:00,2026-03-12,U0015,S00046,view_item,BEA-207,beauty,mobile,email,Санкт-Петербург,,0,2124,0,0
E000178,2026-03-12 12:20:00,2026-03-12,U0015,S00046,add_to_cart,KID-140,kids,mobile,email,Санкт-Петербург,,1,3376,0,0
E000179,2026-03-12 12:24:00,2026-03-12,U0015,S00046,checkout,KID-140,kids,mobile,email,Санкт-Петербург,,1,3376,0,0
E000180,2026-03-12 12:29:00,2026-03-12,U0015,S00046,purchase,KID-140,kids,mobile,email,Санкт-Петербург,O00008,1,3376,3376,0
E000181,2026-01-14 13:15:00,2026-01-14,U0016,S00047,visit,,,mobile,ads,Москва,,0,0,0,1
E000182,2026-01-14 13:22:00,2026-01-14,U0016,S00047,view_item,SPO-108,sports,mobile,ads,Москва,,0,6103,0,1
E000183,2026-02-14 14:08:00,2026-02-14,U0016,S00048,visit,,,mobile,email,Москва,,0,0,0,0
E000184,2026-02-14 14:16:00,2026-02-14,U0016,S00048,view_item,BEA-079,beauty,mobile,email,Москва,,0,2443,0,0
E000185,2026-02-17 16:35:00,2026-02-17,U0016,S00049,visit,,,mobile,organic,Москва,,0,0,0,0
E000186,2026-02-17 16:43:00,2026-02-17,U0016,S00049,view_item,HOM-216,home,mobile,organic,Москва,,0,9165,0,0
E000187,2026-03-01 09:17:00,2026-03-01,U0016,S00050,visit,,,desktop,direct,Москва,,0,0,0,0
E000188,2026-03-01 09:23:00,2026-03-01,U0016,S00050,view_item,ELE-014,electronics,desktop,direct,Москва,,0,26073,0,0
E000189,2026-03-01 09:26:00,2026-03-01,U0016,S00050,view_item,BEA-019,beauty,desktop,direct,Москва,,0,2082,0,0
E000190,2026-03-01 09:31:00,2026-03-01,U0016,S00050,view_item,FAS-160,fashion,desktop,direct,Москва,,0,6869,0,0
E000191,2026-03-01 09:33:00,2026-03-01,U0016,S00050,add_to_cart,ELE-014,electronics,desktop,direct,Москва,,2,26073,0,0
E000192,2026-03-01 09:36:00,2026-03-01,U0016,S00050,checkout,ELE-014,electronics,desktop,direct,Москва,,2,26073,0,0
E000193,2026-03-01 09:39:00,2026-03-01,U0016,S00050,purchase,ELE-014,electronics,desktop,direct,Москва,O00009,2,26073,52146,0
E000194,2026-01-06 08:08:00,2026-01-06,U0017,S00051,visit,,,mobile,ads,Санкт-Петербург,,0,0,0,1
E000195,2026-01-06 08:11:00,2026-01-06,U0017,S00051,view_item,FAS-157,fashion,mobile,ads,Санкт-Петербург,,0,3566,0,1
E000196,2026-01-06 08:16:00,2026-01-06,U0017,S00051,view_item,SPO-077,sports,mobile,ads,Санкт-Петербург,,0,11605,0,1
E000197,2026-01-06 08:21:00,2026-01-06,U0017,S00051,view_item,BEA-182,beauty,mobile,ads,Санкт-Петербург,,0,2786,0,1
E000198,2026-02-12 20:30:00,2026-02-12,U0017,S00052,visit,,,mobile,organic,Санкт-Петербург,,0,0,0,0
E000199,2026-02-12 20:31:00,2026-02-12,U0017,S00052,view_item,HOM-068,home,mobile,organic,Санкт-Петербург,,0,5284,0,0
E000200,2026-02-12 20:36:00,2026-02-12,U0017,S00052,add_to_cart,HOM-068,home,mobile,organic,Санкт-Петербург,,1,5284,0,0
E000201,2026-02-21 16:02:00,2026-02-21,U0017,S00053,visit,,,desktop,ads,Санкт-Петербург,,0,0,0,0
E000202,2026-02-21 16:04:00,2026-02-21,U0017,S00053,view_item,FAS-113,fashion,desktop,ads,Санкт-Петербург,,0,3614,0,0
E000203,2026-01-08 19:08:00,2026-01-08,U0018,S00054,visit,,,mobile,social,Санкт-Петербург,,0,0,0,1
E000204,2026-01-08 19:14:00,2026-01-08,U0018,S00054,view_item,BEA-174,beauty,mobile,social,Санкт-Петербург,,0,3393,0,1
E000205,2026-02-11 18:30:00,2026-02-11,U0018,S00055,visit,,,mobile,organic,Санкт-Петербург,,0,0,0,0
E000206,2026-02-11 18:34:00,2026-02-11,U0018,S00055,view_item,KID-077,kids,mobile,organic,Санкт-Петербург,,0,3390,0,0
E000207,2026-02-11 18:40:00,2026-02-11,U0018,S00055,view_item,HOM-082,home,mobile,organic,Санкт-Петербург,,0,9377,0,0
